cosmosvaloper,cosmos,moniker,pubkey,address,cosmosvalcons,bonded,jailed,left_active_set,left_heights,joined_active_set,joined_heights,jailed_during_period,jailed_time,jailed_block,jailed_reason
cosmosvaloper1yl8t2nle6nsrxyvy6tx4yhyerezcucmxcpzswx,cosmos1yl8t2nle6nsrxyvy6tx4yhyerezcucmxa4k9z4,Ded,2RyHNvJ62kISNvd0cXhGcJQ4DCuA0TZkSoLGoAhQzSI=,AD38D301C37C49A477EFDEBA6E363E5DC4747F8C,cosmosvalcons145udxqwr03y6gal0m6axud37thz8gluvu70ecx,False,True,False,,False,,False,,,
cosmosvaloper1j39clwz90tzgjem2xdxs8dptchpza0x5a0wv4a,cosmos1j39clwz90tzgjem2xdxs8dptchpza0x5cm6eew,demo-day,+rerJ2Qxr57IeDKwC6QpaqTHAqaMXhq5BbpCHdA+UXk=,867BA672327022C32AD2C556E229C0D5F72270ED,cosmosvalcons1sea6vu3jwq3vx2kjc4twy2wq6hmjyu8dqwg3ct,False,True,False,,False,,False,,,
cosmosvaloper1euwz7vyqtnlkx8da7z4jdrr6ymghaly4ddwn5q,cosmos1euwz7vyqtnlkx8da7z4jdrr6ymghaly4ge6xcn,demo-day,QdB2beOtVeB1NzxA6lpwjKiL0v358RsaUgfNZmHebxQ=,84C73E979648302DAC6FE1FB3A0EAA0FEC2211BE,cosmosvalcons1snrna9ukfqczmtr0u8an5r42plkzyyd7gnhwl3,False,True,False,,False,,False,,,
cosmosvaloper128kmrygt9qaguumc6gnwnlev2tj0dw3dxfs37c,cosmos128kmrygt9qaguumc6gnwnlev2tj0dw3drayyjt,demoday-validator,xBteo4mKPopDBXhVu0yrW9KUIn1nHtrg+7ORf0KzIPU=,924F15DA7C71921D1DE379DD0BA4493D47A094E9,cosmosvalcons1jf83tknuwxfp680r08wshfzf84r6p98f5jq48m,False,True,False,,False,,False,,,
cosmosvaloper10pa03yf798dx5dy8zfhek28zsrjlyeyglmj38u,cosmos10pa03yf798dx5dy8zfhek28zsrjlyeyg60xyt0,denise,J1+K4Jv6Z6dxoboD0TXJLyn3obwjeQO/wgGHvBreinA=,CC3F0CFE8E6AF4DCA437025D0CB1FD80729C5B64,cosmosvalcons1eslsel5wdt6defphqfwsev0aspefckmyurlt6l,False,True,False,,False,,False,,,
cosmosvaloper1m6dt6qd04x5f0ws5ceyup5jwnnkyn48mwtrgev,cosmos1m6dt6qd04x5f0ws5ceyup5jwnnkyn48mtlha4l,denise2,CUhDkYiZc3LOHQM3RAYMkiUub3wZX0u9euHpYO61gLM=,378230ED6EC03FCF94E229C17C39308F81CBC192,cosmosvalcons1x7prpmtwcqlul98z98qhcwfs37quhsvjcglxrg,False,True,False,,False,,False,,,
cosmosvaloper1mqf94r54xhklqu7265cxupczpu8es7ewgca7tf,cosmos1mqf94r54xhklqu7265cxupczpu8es7ewdvft86,Deroris Moniker,RhGbvuk5SihHqfgJTOinqMyYTy61THCyBNWLfBOIaPA=,279ADBE5F6292E740201C1AA3E90E1B10755F33F,cosmosvalcons1y7ddhe0k9yh8gqspcx4ray8pkyr4tuel2wzt5l,False,True,False,,False,,False,,,
cosmosvaloper1n8m5lrlraah6e5scrdd63srfhv5xzmgau72et4,cosmos1n8m5lrlraah6e5scrdd63srfhv5xzmgae27v8x,dForce,iRfZsPMxIM3votG1wKm5HhOG0lx4MSORW/2XBl8MVbc=,9297418B25C85F1363F9863F2B87B71017AC5F69,cosmosvalcons1j2t5rze9ep03xclescljhpahzqt6chmffp0cnx,False,True,False,,False,,False,,,
cosmosvaloper1hpmw9zxcem6nxr2y8aygd9tcj96f2ymun8heg7,cosmos1hpmw9zxcem6nxr2y8aygd9tcj96f2ymuknrvyd,dnahovsk_provider,HxA2d5XOshUC7ezwRWceVvSHh5cdxZYO7nQp8nE1VEk=,BD1519729E3B3FCD0CB8AAC46433FA8C11E1CFD7,cosmosvalcons1h523ju578vlu6r9c4tzxgvl63sg7rn7htndye0,False,True,False,,False,,False,,,
cosmosvaloper1d74a2nz4eqtpy3t29d7h8ha5r4k3vyxww3xzyw,cosmos1d74a2nz4eqtpy3t29d7h8ha5r4k3vyxwt9jhga,Doma🏠Nodes,mul7/ReVLmp8mO9PORrRdqIRJDdT0cyP/Y8m0M1LuyE=,25987D0E91E12973E5605DF40EAC9EE33B6A3130,cosmosvalcons1ykv86r53uy5h8etqth6qaty7uvak5vfs9mc8s8,False,True,False,,False,,False,,,
cosmosvaloper1s4tly7zg9de0rkxcsgcg6aq2zh4m5v25p5thrh,cosmos1s4tly7zg9de0rkxcsgcg6aq2zh4m5v25yqlz0y,donut 🍩️,oE14iLol7jwzS+Gg6c5cg6S07SSUGrTLE0IGbYltV+s=,F5D98EC71B3CAADB376153E17C2260B81DD8E811,cosmosvalcons17hvca3cm8j4dkdmp20shcgnqhqwa36q3yrdt2t,False,True,False,,False,,False,,,
cosmosvaloper1wdf3pjaxghn0csuau367mukl02l6per7czx2j0,cosmos1wdf3pjaxghn0csuau367mukl02l6per7akjl7u,DragonStake 🐲,DREWHgTWBZnU02c57w+IJOss2cwlcrZmchKxoSQ99Tw=,76BEEF9817D4010EC52233E005C0ED86BD4179DE,cosmosvalcons1w6lwlxqh6sqsa3fzx0sqts8ds675z7w726ckp8,False,True,False,,False,,False,,,
cosmosvaloper1r2u9vkvlysxytmm4qn7dxgxdav9us9vja8dzwp,cosmos1r2u9vkvlysxytmm4qn7dxgxdav9us9vjcnehzj,Eaze Validator TestNet,p7hy3MOICsYtxqoHhaddz8oXJVmy4tBCSqfcQx8IJqU=,A74C30278C14E01872A9C304F42CCB0FEEF1431A,cosmosvalcons15axrqfuvznspsu4fcvz0gtxtplh0zsc6657qdg,False,True,False,,False,,False,,,
cosmosvaloper1tz7lr0dfg8849lduuwzt4valqfxw95v902ea2q,cosmos1tz7lr0dfg8849lduuwzt4valqfxw95v927dgxn,Eaze Validator Testnet,TUUepm9sCdtZ1or6GcPmU5ikC7SadXMTkerNnbhkrMk=,954B3C04EBE46E4D808851C68C81B9957A48863C,cosmosvalcons1j49ncp8tu3hymqyg28rgeqdej4ay3p3us7cntj,True,False,True,18941718,True,18942902,True,2026-09-09T07:32:53Z,18941717,downtime
cosmosvaloper1llqm8y4daw7aqgxdrt28tgvxclwmj57u4lftmf,cosmos1llqm8y4daw7aqgxdrt28tgvxclwmj57usta7h6,eazeit,LfhqLeK7RhHvnR4JZcwJhhFVbmv7QTJcrkNN43UZeGA=,DD997E59DC4CDBC995489A859D2B199593B7CF12,cosmosvalcons1mkvhukwufndun92gn2ze62cejkfm0ncjywwnsy,False,True,False,,False,,False,,,
cosmosvaloper1vtq3fmvnymz953u0vt9z6ylffe0edk238atc5x,cosmos1vtq3fmvnymz953u0vt9z6ylffe0edk23zfldc4,edgetestnet,S0yFIBbeqdbtO1Tp74ZRj4CPMUgh7dt5xQz0gL50MhY=,707359426687EB735144E5A97AB0967AB4D5D9CC,cosmosvalcons1wpe4jsnxsl4hx52yuk5h4vyk026dtkwvnu7yxf,False,True,False,,False,,False,,,
cosmosvaloper1vqkvjg03yh93gma5vvpfut69zqrxu8tg9lxrc5,cosmos1vqkvjg03yh93gma5vvpfut69zqrxu8tgqtjk58,Edgevana,tuqxO632oP5LoQCbKKrUKaSk9KHWRjUhbN7BMu7PnQA=,D072A31CDE097E8B2280AD3573D84D970F016D0E,cosmosvalcons16pe2x8x7p9lgkg5q456h8kzdju8szmgwwwhy83,False,True,False,,False,,False,,,
cosmosvaloper1ztmj543sc5n3r0l6gsdclg9ukm9jw9sccrfmlv,cosmos1ztmj543sc5n3r0l6gsdclg9ukm9jw9scahawnl,Edgevana3,n+NmV0grHj1TplKufqDpj090uILMX8fR8/Zoc2ZM6NI=,52CA6201A63C41D708488D7C4DDC3FDF30CF00F2,cosmosvalcons12t9xyqdx83qawzzg347ymhplmucv7q8jfc65sj,False,True,False,,False,,False,,,
cosmosvaloper17s2ufyh7c8mqvl9qyr75d6tfa5v0xpd70xnf0u,cosmos17s2ufyh7c8mqvl9qyr75d6tfa5v0xpd72j8ur0,egg 🥚,r2On9wjGzHT1HtTZk09EWmueXBGmeTkRc8hsjnvqffU=,BE5C109F393701114807CA830922C28B92D98DD8,cosmosvalcons1hewpp8eexuq3zjq8e2psjgkz3wfdnrwcr764q2,False,True,False,,False,,False,,,
cosmosvaloper17xqgafe6jqqqcuj3tms93z3ktjpcxf0lypkdz5,cosmos17xqgafe6jqqqcuj3tms93z3ktjpcxf0lp4zcw8,Enigma,NiKRUXQ5+jR16WeULbg9hvtk+sWtc1ky5ukxjvK+hm4=,CD959E25373D30D4779473A933C36DE25630763C,cosmosvalcons1ek2euffh85cdgau5ww5n8smduftrqa3u58zpz2,False,True,False,,False,,False,,,
cosmosvaloper1ehscatk0d2ncmuddezaghtfxcp4ltkyauz8ept,cosmos1ehscatk0d2ncmuddezaghtfxcp4ltkyaeknvdc,Everstake,Y62W9aZMjxnmfJlCAEEktadBUJ4o3yPzfqdp8jVD/Qc=,5D3AF2D306E2195A626EDA303B84CD62372C029E,cosmosvalcons1t5a095cxugv45cnwmgcrhpxdvgmjcq57dtkl6j,False,True,False,,False,,False,,,
cosmosvaloper1h24pw8q7m6n4dcqfucfuxu8qh0rwn7zrfkg88t,cosmos1h24pw8q7m6n4dcqfucfuxu8qh0rwn7zrvzujtc,farukyasar,op1hmYVxTlgPNGncbEZgmP6BFWnMPXUEPug4ykeK4r8=,44F62F6478EBDF454B4924547BEE60C681CD4E8E,cosmosvalcons1gnmz7erca0052j6fy328hmnqc6qu6n5ws6ph82,False,True,False,,False,,False,,,
cosmosvaloper1ceu748d0t96jykhhsxjdr6e949nyw0tp74ma2r,cosmos1ceu748d0t96jykhhsxjdr6e949nyw0tpmp0gxs,Figment,CWFaDH/P9GGiC6/JNniCtd7zZHbbZ27I5wl6mQKvv6s=,2ED5BBF7B6FA9E66CF8F8824B66D2018BC95F99B,cosmosvalcons19m2mhaakl20xdnu03qjtvmfqrz7ft7vms3xw0k,False,True,False,,False,,False,,,
cosmosvaloper149ry269gglncfv2zt2mtundhx3n6476kj0pjll,cosmos149ry269gglncfv2zt2mtundhx3n6476khm48nv,Finalllyyyyyyyyyy,BIhhRTfkjqgkYbYHxbo+0qtfbTD3BBqAbe3jzF/9BVY=,EBAD61A34CADC8F4C3E22E8B5BDA2DA94CE1E633,cosmosvalcons1awkkrg6v4hy0fslz9694hk3d49xwre3nphdl2y,False,True,False,,False,,False,,,
cosmosvaloper1lfngnwytvclxh64v4w95d6u0fy2qzrnkgmfxns,cosmos1lfngnwytvclxh64v4w95d6u0fy2qzrnkd0anlr,first_validator,mBhJwuWUAE+J4QhjO7DfqDYrZ8aDrcHaaZYaQsFUV3Y=,92BBE4B631C0C3955B03C841B8F429399BD34677,cosmosvalcons1j2a7fd33crpe2kcrepqm3apf8xdax3nhgnps5h,False,True,False,,False,,False,,,
cosmosvaloper140ke3jd3dtsnjllsmzzcgahe520r5j2q0ru9aa,cosmos140ke3jd3dtsnjllsmzzcgahe520r5j2q2hgs3w,FluenceTest,SZV+E71y2CRxRbJ2Gc+ECXgo6yURJfoI6k5P6ffIQAo=,FF4FC41FF51C399D8E9BAD9F34351CCB29D120A0,cosmosvalcons1la8ug8l4rsuemr5m4k0ngdguev5azg9qt6fu68,False,True,False,,False,,False,,,
cosmosvaloper1cyvq47rfgyagc63k3uqdx4tngsf8tmwtmx3ruy,cosmos1cyvq47rfgyagc63k3uqdx4tngsf8tmwt7j9ksh,Forbole,2hl2MUsU1LNcIdxhWOz5mTziNja9i/tZ7aoGyCrcMMo=,FC4C9F4171DFF0BCBF9CFF437BFCA39BC0973C06,cosmosvalcons1l3xf7st3mlcte0uulaphhl9rn0qfw0qxuqehtw,False,True,False,,False,,False,,,
cosmosvaloper17xkh48qf50keq74mwv229yn8nustvv4nxxwm4t,cosmos17xkh48qf50keq74mwv229yn8nustvv4nrj6wec,"Frens (🤝,🤝)",BPf4Zs0o5A89tI/2y9CM/ocUS5Gek0uiRi2hV22ecXU=,5451E68D344397ACF81CBB3ED7A27CA32E2C78CE,cosmosvalcons123g7drf5gwt6e7quhvld0gnu5vhzc7xwe4uxzk,False,True,False,,False,,False,,,
cosmosvaloper15tu9srh3kwsjx0pf48u59kh8tujfpgh66842fe,cosmos15tu9srh3kwsjx0pf48u59kh8tujfpgh6lnpl92,FreshSTAKING,xF4yaS3jz4Qw5g0wSci+IamKmNndAsgnJZF6yMaWRF4=,54D6FD9615488EED037E81DB151B3DFD4FA51113,cosmosvalcons12nt0m9s4fz8w6qm7s8d32xeal4862ygnwu0hr7,False,True,False,,False,,False,,,
cosmosvaloper1lj7xdmtf5emz64l9s63n4mqa6u7wvnvmdn3u43,cosmos1lj7xdmtf5emz64l9s63n4mqa6u7wvnvmg89fez,g1-test-validator,74PivqlF1szAW+luqrwEF6U/yzGzsavXYSuDwZRh6fk=,B642B21931FFD54F2FE77C227D528B0BFF3431AE,cosmosvalcons1keptyxf3ll257tl80s38655tp0lngvdwexa49x,False,True,False,,False,,False,,,
cosmosvaloper130hrwe5d4tvhm2vgtmnpvgfvfrps7xwumy4y2s,cosmos130hrwe5d4tvhm2vgtmnpvgfvfrps7xwu7sp3xr,g13d-test,YefETnR0X8ncyaxEKaGM/0rrPfAYlMqWBpn0rhKCP5A=,E0C4DB6026C847484BF7EA801973331D11614F27,cosmosvalcons1urzdkcpxepr5sjlha2qpjuenr5gkzne8a3v8ye,False,True,False,,False,,False,,,
cosmosvaloper1xcv70z33a5z3lcrj5m6f2z4d89ajcq5aa0pgvu,cosmos1xcv70z33a5z3lcrj5m6f2z4d89ajcq5acm4aq0,g13d-test2,W8/nUf7BxKVEpkuWhOME8Td7lkeE926E6URR4SL84b0=,9F674E13278144F243E759BE45A917ADD9F09865,cosmosvalcons1nan5uye8s9z0ysl8txlyt2gh4hvlpxr945sm3n,False,True,False,,False,,False,,,
cosmosvaloper1tph26pp2m5jukv67fhpztezcgc6dnlaka8dkx6,cosmos1tph26pp2m5jukv67fhpztezcgc6dnlakcner2f,g8a-bad2,7d4/Fc0qmJ7t8m3JVyuoJ8cntPhEPdNjSTU90y8n+38=,E50FE084958C3A165DC273C158C7158C019122A3,cosmosvalcons1u587ppy43sapvhwzw0q433c43sqezg4r4nmadg,False,True,False,,False,,False,,,
cosmosvaloper15ls2vdehcm23d0s4xzjw4d38n2xhrzthhvupws,cosmos15ls2vdehcm23d0s4xzjw4d38n2xhrzthjcg5zr,g8a-bad3,S9E+43CkhmOxpAx6gPUijgGfwkGoMiJEjiIWELMp1NM=,868B7E1F1543F3E52A4886DD85D3A205B8EBBBB5,cosmosvalcons1s69hu8c4g0e722jgsmwct5azqkuwhwa4xfuh86,False,True,False,,False,,False,,,
cosmosvaloper1seeqduzecug95qwc7nauztwnx55z9xx3qy5x3a,cosmos1seeqduzecug95qwc7nauztwnx55z9xx39sqnaw,GATA DAO,Wwg/SQY8sxYxtR7mClkjVWzND7NAcYYzMNA/EZn4wSU=,256FB561A5F47EA75C8F0BF59760B057E1DCDB33,cosmosvalcons1y4hm2cd973l2why0p06ewc9s2lsaeken49u7m9,False,True,False,,False,,False,,,
cosmosvaloper1pwytf2e2n5nw2qehhg08ddcznmglhsrcq8vqmw,cosmos1pwytf2e2n5nw2qehhg08ddcznmglhsrc9nc4ha,GATADAO,XeiREKe/z4mT4R1lWXhahRZRUOf53cSC/9VeLPZX58A=,BC084233BE1EA6C45DAF074DE4CA2102406C4B92,cosmosvalcons1hsyyyva7r6nvghd0qax7fj3pqfqxcjujjx040u,False,True,False,,False,,False,,,
cosmosvaloper1dje4kw2n0utlnxc9vd6u0jstnk6mma9gter6ru,cosmos1dje4kw2n0utlnxc9vd6u0jstnk6mma9gwdh000,GFY,qslg7PlQuJQgb+8T49QW9O3n++B4b5tWVAOLrx2VYYg=,96A37C69F4D00E2BBA7A59082C8C3E1081CA811E,cosmosvalcons1j63hc6056q8zhwn6tyyzerp7zzqu4qg7gzg0g0,False,True,False,,False,,False,,,
cosmosvaloper1mt8utst8khhcqaq4dx3cmuq5raur2u5s4nlfpz,cosmos1mt8utst8khhcqaq4dx3cmuq5raur2u5ss8tud3,Giga Chads,qjRRkuSP7+OaWBfR45yeiCGZY73Q1EFpiJpFi+U8shA=,FB0EC80918C4A5B44665707139939624EB4BBDE7,cosmosvalcons1lv8vszgccjjmg3n9wpcnnyukyn45h008e6mtlx,False,True,False,,False,,False,,,
cosmosvaloper1p99ltwmxue62k4rk7uw3fsu6tyrjzvz4jaznhe,cosmos1p99ltwmxue62k4rk7uw3fsu6tyrjzvz4hfkxm2,Gozong,qiHCvi1uq6rW/kJxmqn1/ZWndN5domDnFA0eWxv7+eM=,8FCD3D4A2EDF0AFE6A47A332B68850D608E9AD5A,cosmosvalcons13lxn6j3wmu90u6j85vetdzzs6cywnt26lpemc8,False,True,False,,False,,False,,,
cosmosvaloper1cvsp2apd89chzyg89ycf7qht2lpvkpqsvcuahh,cosmos1cvsp2apd89chzyg89ycf7qht2lpvkpqsfvggmy,grapes 🍇,gZVf+MF0De7y+DGjXjywMgzYPFoiDAXX6DJ3w44mNyQ=,97F30C9FF2ECE1958338DC7C757585A70185708F,cosmosvalcons1jlese8ljansetqecm3782av95uqc2uy00t2ejg,False,True,False,,False,,False,,,
cosmosvaloper123eyrayh057cgxg8v0t5nnsmkwkt77cmkx784c,cosmos123eyrayh057cgxg8v0t5nnsmkwkt77cmnj2jet,haciyatmaz,1ioufhWIGAk6mTgYr5COqrRmnyHKcnpeUUcFPSm38Dg=,EFCC58C733D2CF13F1E68DA78DAED4BA7D47012E,cosmosvalcons1alx933en6t838u0x3kncmtk5hf75wqfw5wpw6m,False,True,False,,False,,False,,,
cosmosvaloper1g9zvf3vfg7gkhp6mmgzesa5f2r6lus7gxwxw9m,cosmos1g9zvf3vfg7gkhp6mmgzesa5f2r6lus7gr6jmfg,hanks-validator-00000000000000000,q/KyHIsvc+pahicF5C0h0usdC2l0jpGQK8gpRpGJF9E=,7ADB8DDB8BB8EE44AC08C2FCFBB3F61CD8DD507A,cosmosvalcons10tdcmkuthrhyftqgct70hvlkrnvd65r6x9pueq,False,True,False,,False,,False,,,
cosmosvaloper1pa6axxjr07pkjwaruc6dmnsltvhczn7pzsya48,cosmos1pa6axxjr07pkjwaruc6dmnsltvhczn7p8ysge5,HardestValidatorEcerrrrrrrrrrrrrrrrrrrrrrrrrrrrr,Za98rCUpQVfSz8lp94rTtriUwLLbG2xt5lGrBUyiCi8=,D8AC2F8F765AB1204134E091405E6ED62B581F51,cosmosvalcons1mzkzlrmkt2cjqsf5uzg5qhnw6c44s863azj4pe,False,True,False,,False,,False,,,
cosmosvaloper1ucn7e6r969u7srwu9mek2x6xvu0dh73yrqpl33,cosmos1ucn7e6r969u7srwu9mek2x6xvu0dh73yx542az,HashQuark,NTSChQwpbbn7nZxskkMiPt9p27Icj0yEBJabWHGppA0=,E5D44ED80DF03237A29ECC0335D21CDD0BCC7CDA,cosmosvalcons1uh2yakqd7qer0g57espnt5sum59uclx6cx6pl3,False,True,False,,False,,False,,,
cosmosvaloper1lea07zkx9p8ns9xj7d47vm65fkf9zvs76fgsfc,cosmos1lea07zkx9p8ns9xj7d47vm65fkf9zvs7lau99t,HashQuark,SYLCSKj+sF4pmq+4q7My1LgQQPXUkPFhT2sKOc2WvJ0=,188148BD38D5E1A4EA3AD914FEC09C8363802E25,cosmosvalcons1rzq530fc6hs6f636my20asyusd3cqt395fs9xf,False,True,False,,False,,False,,,
cosmosvaloper1hnpygctvkzjuuxrahrhr3t6j670qz4adgqe27r,cosmos1hnpygctvkzjuuxrahrhr3t6j670qz4add5dljs,hc-tester-01,lhylggsupa2K1/Wg7RGVfdFRw5Txl51fO0rvKWKlT28=,0754134BA2CB47F0F39A09C0751C2125E3FEA79B,cosmosvalcons1qa2pxjazedrlpuu6p8q828ppyh3lafumn34dks,False,True,False,,False,,False,,,
cosmosvaloper1mqs48dz8vhmrpvzxkfwfvywn9relhgln4vnf25,cosmos1mqs48dz8vhmrpvzxkfwfvywn9relhglnsc8ux8,High Stakes🇨🇭,hzUVtOhmbRbIOsyyvm5XL/0MlwGRC8rrsXKvudmVHA0=,E62E3A3D67E0A7A96B63E9D8B7CFEBB977C3BF63,cosmosvalcons1uchr50t8uzn6j6mra8vt0nlth9mu80mrvte68m,False,True,False,,False,,False,,,
cosmosvaloper19sj5zln4v9hfjvwsy2mg9gjpuqp87xhjyzyqh4,cosmos19sj5zln4v9hfjvwsy2mg9gjpuqp87xhjpks4mx,hlkdev1-test,M31hM1huKuGuwPK9R6AGSefbsKPfGL4IInzNBJYlAXM=,D7D1A831E5CA219C5FA0918BFDCBB0099E081A32,cosmosvalcons16lg6sv09egsechaqjx9lmjaspx0qsx3jh33g02,False,True,False,,False,,False,,,
cosmosvaloper1z587n9undvmdsvrcztew6skxjwgnlqfksnlcc3,cosmos1z587n9undvmdsvrcztew6skxjwgnlqfk48td5z,horcrux-testing,7YfqPNEY0p5FxP3jI2jBGcy69UP2KDEButLZRfXB4MA=,7AEA2361195AB03F527DCAE960041BF106AB3232,cosmosvalcons10t4zxcget2cr75naet5kqpqm7yr2kv3j4g88fv,False,True,False,,False,,False,,,
cosmosvaloper13k0lfenv7y2h6wgdw0qf7ttasf9xhqw4p9fzzv,cosmos13k0lfenv7y2h6wgdw0qf7ttasf9xhqw4y3ahwl,Imperator.co,M39sW5aeRTlEpy4tXXuktCK9Ke/50KBe5eboN9IHwtY=,2D6D56766DC4D04CE825FC0A0484FB46F047272D,cosmosvalcons194k4vandcngye6p9ls9qfp8mgmcywfed5an94c,False,True,False,,False,,False,,,
cosmosvaloper1alm6qkf5w3rlq3y3pr3klwte5u2m50x6uxdzc3,cosmos1alm6qkf5w3rlq3y3pr3klwte5u2m50x6ejeh5z,in3s.com,w72G0WEhxUJ4NN75WkYubJSSDMpxCkAbshgg31vSqvE=,C1A08A297C469B4FD54A5FDC3B9D4A364D5CED6A,cosmosvalcons1cxsg52tug6d5l422tlwrh822xex4emt2yvmlgt,False,True,False,,False,,False,,,
cosmosvaloper1tp8vfm5y57h006m6uyn4kp843heyjdkps7nmm4,cosmos1tp8vfm5y57h006m6uyn4kp843heyjdkp428whx,infstones-rstest,eRgVcO73ikUF3mhXLVZ36/ZkQS3cIYeOMMvow0OhoEE=,6E33767CF379FC664384EACA77C8B1CF0D9F764A,cosmosvalcons1dcehvl8n087xvsuyat980j93euxe7aj2qm7wh8,False,True,False,,False,,False,,,
cosmosvaloper1v90cxgm7zklagnkv9lm4j9lwgphkuvnc5439e9,cosmos1v90cxgm7zklagnkv9lm4j9lwgphkuvnc3p9s4k,interchain.FM🥩,VVqzrNL2fdkhnJunntTuGQ1yeS7HIdtEsO0DxENR7tg=,2C7BD775ADCEF7D093838DD03935620D33DCD1A3,cosmosvalcons193aawaddemmapyur3hgrjdtzp5eae5dryp8va4,False,True,False,,False,,False,,,
cosmosvaloper1wdsueqhfe740mnc7q03pgrr4r3j6yvwzs5jphw,cosmos1wdsueqhfe740mnc7q03pgrr4r3j6yvwz4qx5ma,is-rome-test,ZYqOfnqxHDbxFaHlnAJuySXmD99CXXpfv9YRAGDL8H8=,A403CE4423634F2607C3030F99D5AF1BFD1232EE,cosmosvalcons15spuu3prvd8jvp7rqv8en4d0r073yvhw9m96c5,False,True,False,,False,,False,,,
cosmosvaloper14anx54ddg0yagk6k4dallx33hhe7gk2xl9nqwx,cosmos14anx54ddg0yagk6k4dallx33hhe7gk2x6384z4,ITRocket,BNGaa0YNXALOUH/mgM5nvZohdjohkeB+vVDS8KXvFnU=,07F7568FEE6E8B2B57CAC98669957B840C11DB9B,cosmosvalcons1qlm4drlwd69jk472exrxn9tmssxprkumhe8rqu,False,True,False,,False,,False,,,
cosmosvaloper1j7jt0f44z85fnme4nn85g3djmtyqz9c5y39v5e,cosmos1j7jt0f44z85fnme4nn85g3djmtyqz9c5p93ec2,JohnWiard,GKuCRxsaKcn0HWQjxw93/Q549EMlVwcEDjsQRQUVYf0=,A89B10D20538E8D81AA8F648EBCDF41946F44A28,cosmosvalcons14zd3p5s98r5dsx4g7eywhn05r9r0gj3gtmnffr,False,True,False,,False,,False,,,
cosmosvaloper1egq976pw2pt5m55pw4vq5xr2erq3ncerc2uwqu,cosmos1egq976pw2pt5m55pw4vq5xr2erq3ncera7gmv0,kaialabs,sdT4lcSUwsBYi9CP8Z3m0pUbt8SjsY2NPm7xURR6WBA=,02F3A3DE03EF2C9305A3CBE22436E664FD470E07,cosmosvalcons1qte68hsraukfxpdre03zgdhxvn75wrs86s0zv8,False,True,False,,False,,False,,,
cosmosvaloper18zqheq54mahrnjul4tykumuhsj5pms7v7cr944,cosmos18zqheq54mahrnjul4tykumuhsj5pms7vmvhsex,KalpaTech,iTif8WGSm1keuRCyPMVMK0ueXXzRRXNSm3nllLZImig=,67FFCD2A4A82FE8C9D321ADE7D3A8ADC857F0B02,cosmosvalcons1vllu62j2stlge8fjrt086w52mjzh7zczldmw7e,True,False,False,,True,18853588,False,,,
cosmosvaloper1kd3lrk8r0g3lu9muu0zxchnfxn2nu853ttsvzh,cosmos1kd3lrk8r0g3lu9muu0zxchnfxn2nu853wlyewy,kar-Testnet,c2+BNONpsGgRTWdKN2ctU9TrEqXH2xXmZqFhPg0+swg=,C6B1DA30475EE2C0E3BE7C9636E4C9C1F28353F0,cosmosvalcons1c6ca5vz8tm3vpca70jtrdexfc8egx5ls0d98jm,False,True,False,,False,,False,,,
cosmosvaloper122grl5a5zs8fjfxmakla0jhnh8dyy3vvn9n293,cosmos122grl5a5zs8fjfxmakla0jhnh8dyy3vvk38lfz,Keplr,rjlnCtaMLGYb8HE0vvR3uFoAbMQzJEy1aJtPZSrwDaA=,5264C61DB38CDC0EF1DA285A413AEFBA1A442708,cosmosvalcons12fjvv8dn3nwqauw69pdyzwh0hgdygfcg0xc2fv,False,True,False,,False,,False,,,
cosmosvaloper1xv27ewwu9hlutxrgvu8muzkfg8tdly5h56ccpq,cosmos1xv27ewwu9hlutxrgvu8muzkfg8tdly5h3wvddn,KerenStake,m0KM0ytgNLwvwtmbwVTo+U4t+7AYu+f7jktjHDz1nO4=,99F7AA53B3ADD0BEA17BC4FF3B9EA25F70C57F59,cosmosvalcons1n8m655an4hgtagtmcnlnh84ztacv2l6e5r6gxu,False,True,False,,False,,False,,,
cosmosvaloper1frw8xefukzztn9a8dc46pn9au39r5tlmd9jpa5,cosmos1frw8xefukzztn9a8dc46pn9au39r5tlmg3x538,Kintsugi Nodes,je1SxFkQ7PDF2Dvm+ePsU8Hu+6eFz0CI7vUz7xEy8po=,A5CDDE8D3FCB6754C651409A04801A87AECBD092,cosmosvalcons15hxaarfledn4f3j3gzdqfqq6s7hvh5yjnk9hmk,False,True,False,,False,,False,,,
cosmosvaloper1pq5lfvlm30hauvekcputdyylmqcmdmw3qay0a7,cosmos1pq5lfvlm30hauvekcputdyylmqcmdmw39fs63d,kokos,XYXrlIqO+67z10WpYp7AuK/wnoiRBP3VvjTqh6ziYOs=,A5D939DB8B1EBE78BEA36346D6B292EA79706AE1,cosmosvalcons15hvnnkutr6l8304rvdrddv5jafuhq6hpaum3fv,False,True,False,,False,,False,,,
cosmosvaloper1tjx0534ehgv2n9mjkw3q4jvcsgg7vnzlatxade,cosmos1tjx0534ehgv2n9mjkw3q4jvcsgg7vnzlcljgp2,L1prik0n,Z5cxw5VDM7ghOZC2Al6aazowVHWDeoa9SNyspVV9hc8=,605612473CE52C95CC4937205A05C6DDB7939A71,cosmosvalcons1vptpy3euu5kftnzfxus95pwxmkme8xn3tyw3hz,False,True,False,,False,,False,,,
